prenom,sexe,annee,dep,n
LOUISE,F,2000,84,4
LOUISE,F,2000,85,4
LOUISE,F,2000,86,2
LOUISE,F,2000,87,3
LOUISE,F,2000,88,5
LOUISE,F,2000,89,3
LOUISE,F,2000,90,3
LOUISE,F,2000,91,9
LOUISE,F,2000,92,7
LOUISE,F,2000,93,1
LOUISE,F,2000,94,4
LOUISE,F,2000,95,3
LOUISE,M,2000,01,4
LOUISE,M,2000,02,1
LOUISE,M,2000,03,5
LOUISE,M,2000,04,5
LOUISE,M,2000,05,5
LOUISE,M,2000,06,4
LOUISE,M,2000,07,4
LOUISE,M,2000,08,3
LOUISE,M,2000,09,5
LOUISE,M,2000,10,3
LOUISE,M,2000,11,4
LOUISE,M,2000,12,8
LOUISE,M,2000,13,7
LOUISE,M,2000,14,3
LOUISE,M,2000,15,4
LOUISE,M,2000,16,3
LOUISE,M,2000,17,5
LOUISE,M,2000,18,3
LOUISE,M,2000,19,3
LOUISE,M,2000,21,7
LOUISE,M,2000,22,3
LOUISE,M,2000,23,3
LOUISE,M,2000,24,3
LOUISE,M,2000,25,11
LOUISE,M,2000,27,6
LOUISE,M,2000,28,7
LOUISE,M,2000,29,5
LOUISE,M,2000,2A,2
LOUISE,M,2000,2B,5
LOUISE,M,2000,30,5
LOUISE,M,2000,31,3
LOUISE,M,2000,32,5
LOUISE,M,2000,33,2
LOUISE,M,2000,34,3
LOUISE,M,2000,35,3
LOUISE,M,2000,36,3
LOUISE,M,2000,37,7
LOUISE,M,2000,38,4
LOUISE,M,2000,39,2
LOUISE,M,2000,40,6
LOUISE,M,2000,41,3
LOUISE,M,2000,42,3
LOUISE,M,2000,43,3
LOUISE,M,2000,44,4
LOUISE,M,2000,45,4
LOUISE,M,2000,46,9
LOUISE,M,2000,47,2
LOUISE,M,2000,48,6
LOUISE,M,2000,49,8
LOUISE,M,2000,50,4
LOUISE,M,2000,51,7
LOUISE,M,2000,52,4
LOUISE,M,2000,53,4
LOUISE,M,2000,54,2
LOUISE,M,2000,55,3
LOUISE,M,2000,56,5
LOUISE,M,2000,57,3
LOUISE,M,2000,58,8
LOUISE,M,2000,59,6
LOUISE,M,2000,60,3
LOUISE,M,2000,61,1
LOUISE,M,2000,62,2
LOUISE,M,2000,63,6
LOUISE,M,2000,64,5
LOUISE,M,2000,65,3
LOUISE,M,2000,66,4
LOUISE,M,2000,67,5
LOUISE,M,2000,68,6
LOUISE,M,2000,69,4
LOUISE,M,2000,70,2
LOUISE,M,2000,71,6
LOUISE,M,2000,72,7
LOUISE,M,2000,73,7
LOUISE,M,2000,74,2
LOUISE,M,2000,75,3
LOUISE,M,2000,76,3
LOUISE,M,2000,77,5
LOUISE,M,2000,78,7
LOUISE,M,2000,79,8
LOUISE,M,2000,80,8
LOUISE,M,2000,81,5
LOUISE,M,2000,82,3
LOUISE,M,2000,83,3
LOUISE,M,2000,84,2
LOUISE,M,2000,85,3
LOUISE,M,2000,86,1
LOUISE,M,2000,87,1
LOUISE,M,2000,88,4
LOUISE,M,2000,89,3
LOUISE,M,2000,90,3
LOUISE,M,2000,91,6
LOUISE,M,2000,92,3
LOUISE,M,2000,93,2
LOUISE,M,2000,94,6
LOUISE,M,2000,95,3
GABRIEL,F,2000,01,3
GABRIEL,F,2000,02,4
GABRIEL,F,2000,03,2
GABRIEL,F,2000,04,7
GABRIEL,F,2000,05,4
GABRIEL,F,2000,06,4
GABRIEL,F,2000,07,4
GABRIEL,F,2000,08,4
GABRIEL,F,2000,09,6
GABRIEL,F,2000,10,3
GABRIEL,F,2000,11,2
GABRIEL,F,2000,12,5
GABRIEL,F,2000,13,6
GABRIEL,F,2000,14,2
GABRIEL,F,2000,15,1
GABRIEL,F,2000,16,3
GABRIEL,F,2000,17,1
GABRIEL,F,2000,18,3
GABRIEL,F,2000,21,4
GABRIEL,F,2000,22,2
GABRIEL,F,2000,23,3
GABRIEL,F,2000,24,2
GABRIEL,F,2000,25,7
GABRIEL,F,2000,26,3
GABRIEL,F,2000,27,1
GABRIEL,F,2000,28,6
GABRIEL,F,2000,29,2
GABRIEL,F,2000,2A,3
GABRIEL,F,2000,2B,6
GABRIEL,F,2000,30,5
GABRIEL,F,2000,31,1
GABRIEL,F,2000,32,3
GABRIEL,F,2000,33,4
GABRIEL,F,2000,34,5
GABRIEL,F,2000,35,2
GABRIEL,F,2000,36,4
GABRIEL,F,2000,37,5
GABRIEL,F,2000,38,4
GABRIEL,F,2000,39,2
GABRIEL,F,2000,40,2
GABRIEL,F,2000,41,1
GABRIEL,F,2000,42,3
GABRIEL,F,2000,43,2
GABRIEL,F,2000,44,6
GABRIEL,F,2000,45,9
GABRIEL,F,2000,46,4
GABRIEL,F,2000,47,5
GABRIEL,F,2000,48,1
GABRIEL,F,2000,49,4
GABRIEL,F,2000,50,4
GABRIEL,F,2000,51,3
GABRIEL,F,2000,52,4
GABRIEL,F,2000,53,6
GABRIEL,F,2000,54,4
GABRIEL,F,2000,55,3
GABRIEL,F,2000,56,3
GABRIEL,F,2000,57,4
GABRIEL,F,2000,58,4
GABRIEL,F,2000,59,6
GABRIEL,F,2000,60,4
GABRIEL,F,2000,61,4
GABRIEL,F,2000,62,2
GABRIEL,F,2000,63,3
GABRIEL,F,2000,64,5
GABRIEL,F,2000,65,2
GABRIEL,F,2000,66,3
GABRIEL,F,2000,67,4
GABRIEL,F,2000,68,7
GABRIEL,F,2000,69,4
GABRIEL,F,2000,70,5
GABRIEL,F,2000,71,5
GABRIEL,F,2000,72,5
GABRIEL,F,2000,73,3
GABRIEL,F,2000,74,6
GABRIEL,F,2000,75,2
GABRIEL,F,2000,76,2
GABRIEL,F,2000,77,6
GABRIEL,F,2000,78,5
GABRIEL,F,2000,79,3
GABRIEL,F,2000,80,4
GABRIEL,F,2000,81,2
GABRIEL,F,2000,82,3
GABRIEL,F,2000,83,5
GABRIEL,F,2000,84,5
GABRIEL,F,2000,85,1
GABRIEL,F,2000,86,3
GABRIEL,F,2000,87,3
GABRIEL,F,2000,88,2
GABRIEL,F,2000,89,6
GABRIEL,F,2000,90,3
GABRIEL,F,2000,91,5
GABRIEL,F,2000,92,3
GABRIEL,F,2000,93,4
GABRIEL,F,2000,94,4
GABRIEL,F,2000,95,3
GABRIEL,M,2000,01,4
GABRIEL,M,2000,03,4
GABRIEL,M,2000,04,8
GABRIEL,M,2000,05,7
GABRIEL,M,2000,06,2
GABRIEL,M,2000,07,3
GABRIEL,M,2000,08,3
GABRIEL,M,2000,09,9
GABRIEL,M,2000,10,5
GABRIEL,M,2000,11,3
GABRIEL,M,2000,12,8
GABRIEL,M,2000,13,2
GABRIEL,M,2000,14,4
GABRIEL,M,2000,15,5
GABRIEL,M,2000,16,5
GABRIEL,M,2000,17,2
GABRIEL,M,2000,18,3
GABRIEL,M,2000,19,5
GABRIEL,M,2000,21,3
GABRIEL,M,2000,22,7
GABRIEL,M,2000,23,4
GABRIEL,M,2000,24,6
GABRIEL,M,2000,25,3
GABRIEL,M,2000,26,3
GABRIEL,M,2000,27,4
GABRIEL,M,2000,28,7
GABRIEL,M,2000,29,4
GABRIEL,M,2000,2A,4
GABRIEL,M,2000,2B,4
GABRIEL,M,2000,30,5
GABRIEL,M,2000,31,1
GABRIEL,M,2000,32,2
GABRIEL,M,2000,33,6
GABRIEL,M,2000,34,3
GABRIEL,M,2000,35,7
GABRIEL,M,2000,36,3
GABRIEL,M,2000,37,1
GABRIEL,M,2000,38,3
GABRIEL,M,2000,39,5
GABRIEL,M,2000,40,5
GABRIEL,M,2000,41,3
GABRIEL,M,2000,42,3
GABRIEL,M,2000,43,6
GABRIEL,M,2000,44,8
GABRIEL,M,2000,45,4
GABRIEL,M,2000,46,4
GABRIEL,M,2000,47,4
GABRIEL,M,2000,48,11
GABRIEL,M,2000,49,6
GABRIEL,M,2000,50,4
GABRIEL,M,2000,51,4
GABRIEL,M,2000,52,5
GABRIEL,M,2000,53,7
GABRIEL,M,2000,54,5
GABRIEL,M,2000,55,8
GABRIEL,M,2000,56,7
GABRIEL,M,2000,57,5
GABRIEL,M,2000,58,3
GABRIEL,M,2000,59,2
GABRIEL,M,2000,60,5
GABRIEL,M,2000,61,5
GABRIEL,M,2000,62,3
GABRIEL,M,2000,63,4
GABRIEL,M,2000,64,2
GABRIEL,M,2000,65,4
GABRIEL,M,2000,66,1
GABRIEL,M,2000,67,3
GABRIEL,M,2000,68,8
GABRIEL,M,2000,69,3
GABRIEL,M,2000,70,6
GABRIEL,M,2000,71,5
GABRIEL,M,2000,72,1
GABRIEL,M,2000,73,5
GABRIEL,M,2000,74,4
GABRIEL,M,2000,75,9
GABRIEL,M,2000,76,2
GABRIEL,M,2000,77,3
GABRIEL,M,2000,78,3
GABRIEL,M,2000,79,1
GABRIEL,M,2000,80,5
GABRIEL,M,2000,81,4
GABRIEL,M,2000,82,4
GABRIEL,M,2000,83,6
GABRIEL,M,2000,84,2
GABRIEL,M,2000,85,3
GABRIEL,M,2000,86,1
GABRIEL,M,2000,87,5
GABRIEL,M,2000,88,7
GABRIEL,M,2000,89,2
GABRIEL,M,2000,90,4
GABRIEL,M,2000,91,2
GABRIEL,M,2000,92,2
GABRIEL,M,2000,93,3
GABRIEL,M,2000,94,1
GABRIEL,M,2000,95,4
JADE,F,2000,01,2
JADE,F,2000,02,5
JADE,F,2000,03,6
JADE,F,2000,04,4
JADE,F,2000,05,6
JADE,F,2000,06,3
JADE,F,2000,07,2
JADE,F,2000,08,2
JADE,F,2000,09,6
JADE,F,2000,10,5
JADE,F,2000,11,1
JADE,F,2000,12,4
JADE,F,2000,13,5
JADE,F,2000,14,4
JADE,F,2000,15,1
JADE,F,2000,16,4
JADE,F,2000,17,4
JADE,F,2000,18,4
JADE,F,2000,19,9
JADE,F,2000,21,2
JADE,F,2000,22,2
JADE,F,2000,23,6
JADE,F,2000,24,3
JADE,F,2000,25,4
JADE,F,2000,26,3
JADE,F,2000,27,8
JADE,F,2000,28,4
JADE,F,2000,29,3
JADE,F,2000,2A,4
JADE,F,2000,2B,5
JADE,F,2000,30,5
JADE,F,2000,31,7
JADE,F,2000,32,5
JADE,F,2000,33,3
JADE,F,2000,34,4
JADE,F,2000,35,3
JADE,F,2000,36,8
JADE,F,2000,37,2
JADE,F,2000,38,4
JADE,F,2000,39,7
JADE,F,2000,40,2
JADE,F,2000,41,5
JADE,F,2000,42,5
JADE,F,2000,43,5
JADE,F,2000,44,3
JADE,F,2000,45,3
JADE,F,2000,46,2
JADE,F,2000,47,5
JADE,F,2000,48,5
JADE,F,2000,49,3
JADE,F,2000,50,6
JADE,F,2000,51,3
JADE,F,2000,52,2
JADE,F,2000,53,6
JADE,F,2000,54,2
JADE,F,2000,55,6
JADE,F,2000,56,2
JADE,F,2000,58,4
JADE,F,2000,59,1
JADE,F,2000,60,4
JADE,F,2000,61,1
JADE,F,2000,62,4
JADE,F,2000,63,8
JADE,F,2000,64,1
JADE,F,2000,65,4
JADE,F,2000,66,3
JADE,F,2000,67,4
JADE,F,2000,68,4
JADE,F,2000,69,3
JADE,F,2000,70,2
JADE,F,2000,71,3
JADE,F,2000,72,5
JADE,F,2000,73,7
JADE,F,2000,74,1
JADE,F,2000,75,3
JADE,F,2000,76,1
JADE,F,2000,77,3
JADE,F,2000,78,4
JADE,F,2000,79,8
JADE,F,2000,80,2
JADE,F,2000,81,2
JADE,F,2000,82,3
JADE,F,2000,83,5
JADE,F,2000,84,4
JADE,F,2000,85,5
JADE,F,2000,86,1
JADE,F,2000,87,5
JADE,F,2000,88,2
JADE,F,2000,89,1
JADE,F,2000,90,1
JADE,F,2000,91,8
JADE,F,2000,92,2
JADE,F,2000,93,3
JADE,F,2000,94,5
JADE,F,2000,95,4
JADE,M,2000,01,2
JADE,M,2000,02,1
JADE,M,2000,03,4
JADE,M,2000,04,5
JADE,M,2000,05,4
JADE,M,2000,06,2
JADE,M,2000,07,4
JADE,M,2000,08,7
JADE,M,2000,09,5
JADE,M,2000,10,3
JADE,M,2000,11,2
JADE,M,2000,12,4
JADE,M,2000,13,6
JADE,M,2000,14,3
JADE,M,2000,15,4
JADE,M,2000,16,5
JADE,M,2000,17,5
JADE,M,2000,18,3
JADE,M,2000,19,3
JADE,M,2000,21,3
JADE,M,2000,22,5
JADE,M,2000,23,3
JADE,M,2000,24,5
JADE,M,2000,25,3
JADE,M,2000,26,5
JADE,M,2000,27,6
JADE,M,2000,28,11
JADE,M,2000,29,3
JADE,M,2000,2A,6
JADE,M,2000,2B,3
JADE,M,2000,30,8
JADE,M,2000,31,8
JADE,M,2000,32,4
JADE,M,2000,33,1
JADE,M,2000,34,3
JADE,M,2000,35,4
JADE,M,2000,36,4
JADE,M,2000,37,4
JADE,M,2000,38,5
JADE,M,2000,39,6
JADE,M,2000,40,8
JADE,M,2000,41,3
JADE,M,2000,42,4
JADE,M,2000,43,4
JADE,M,2000,44,8
JADE,M,2000,45,2
JADE,M,2000,46,6
JADE,M,2000,47,3
JADE,M,2000,48,2
JADE,M,2000,49,5
JADE,M,2000,50,3
JADE,M,2000,51,8
JADE,M,2000,52,2
JADE,M,2000,53,4
JADE,M,2000,54,5
JADE,M,2000,55,2
JADE,M,2000,56,5
JADE,M,2000,57,2
JADE,M,2000,58,2
JADE,M,2000,59,3
JADE,M,2000,60,5
JADE,M,2000,61,3
JADE,M,2000,62,5
JADE,M,2000,63,2
JADE,M,2000,64,4
JADE,M,2000,65,4
JADE,M,2000,66,2
JADE,M,2000,67,4
JADE,M,2000,68,1
JADE,M,2000,69,4
JADE,M,2000,70,3
JADE,M,2000,71,14
JADE,M,2000,72,10
JADE,M,2000,73,5
JADE,M,2000,74,3
JADE,M,2000,75,4
JADE,M,2000,76,3
JADE,M,2000,77,3
JADE,M,2000,78,4
JADE,M,2000,79,1
JADE,M,2000,80,10
JADE,M,2000,81,4
JADE,M,2000,82,6
JADE,M,2000,83,3
JADE,M,2000,84,1
JADE,M,2000,85,6
JADE,M,2000,86,2
JADE,M,2000,87,1
JADE,M,2000,88,6
JADE,M,2000,89,2
JADE,M,2000,90,6
JADE,M,2000,91,2
JADE,M,2000,92,5
JADE,M,2000,93,4
JADE,M,2000,94,2
JADE,M,2000,95,8
ARTHUR,F,2000,01,3
ARTHUR,F,2000,02,4
ARTHUR,F,2000,03,3
ARTHUR,F,2000,04,5
ARTHUR,F,2000,05,4
ARTHUR,F,2000,06,3
ARTHUR,F,2000,07,2
ARTHUR,F,2000,08,5
ARTHUR,F,2000,09,6
ARTHUR,F,2000,10,5
ARTHUR,F,2000,11,3
ARTHUR,F,2000,12,8
ARTHUR,F,2000,13,5
ARTHUR,F,2000,14,5
ARTHUR,F,2000,15,4
ARTHUR,F,2000,16,4
ARTHUR,F,2000,17,4
ARTHUR,F,2000,18,1
ARTHUR,F,2000,19,3
ARTHUR,F,2000,21,2
ARTHUR,F,2000,22,6
ARTHUR,F,2000,23,5
ARTHUR,F,2000,24,3
ARTHUR,F,2000,25,2
ARTHUR,F,2000,26,3
ARTHUR,F,2000,27,2
ARTHUR,F,2000,28,1
ARTHUR,F,2000,29,3
ARTHUR,F,2000,2A,4
ARTHUR,F,2000,2B,6
ARTHUR,F,2000,30,2
ARTHUR,F,2000,31,2
ARTHUR,F,2000,32,4
ARTHUR,F,2000,33,3
ARTHUR,F,2000,34,3
ARTHUR,F,2000,35,3
ARTHUR,F,2000,36,2
ARTHUR,F,2000,37,3
ARTHUR,F,2000,38,9
ARTHUR,F,2000,39,3
ARTHUR,F,2000,40,5
ARTHUR,F,2000,41,4
ARTHUR,F,2000,42,8
ARTHUR,F,2000,43,7
ARTHUR,F,2000,44,5
ARTHUR,F,2000,45,3
ARTHUR,F,2000,46,4
ARTHUR,F,2000,47,4
ARTHUR,F,2000,48,4
ARTHUR,F,2000,49,3
ARTHUR,F,2000,50,4
ARTHUR,F,2000,51,6
ARTHUR,F,2000,52,9
ARTHUR,F,2000,53,9
ARTHUR,F,2000,54,7
ARTHUR,F,2000,55,1
ARTHUR,F,2000,56,6
ARTHUR,F,2000,57,3
ARTHUR,F,2000,58,4
ARTHUR,F,2000,59,3
ARTHUR,F,2000,60,3
ARTHUR,F,2000,61,5
ARTHUR,F,2000,62,1
ARTHUR,F,2000,63,8
ARTHUR,F,2000,64,6
ARTHUR,F,2000,65,3
ARTHUR,F,2000,66,2
ARTHUR,F,2000,67,5
ARTHUR,F,2000,68,2
ARTHUR,F,2000,69,2
ARTHUR,F,2000,70,4
ARTHUR,F,2000,71,4
ARTHUR,F,2000,72,2
ARTHUR,F,2000,73,4
ARTHUR,F,2000,75,2
ARTHUR,F,2000,76,4
ARTHUR,F,2000,77,3
ARTHUR,F,2000,78,1
ARTHUR,F,2000,79,8
ARTHUR,F,2000,80,2
ARTHUR,F,2000,81,3
ARTHUR,F,2000,82,3
ARTHUR,F,2000,83,1
ARTHUR,F,2000,84,8
ARTHUR,F,2000,85,8
ARTHUR,F,2000,86,4
ARTHUR,F,2000,87,4
ARTHUR,F,2000,88,4
ARTHUR,F,2000,89,1
ARTHUR,F,2000,90,7
ARTHUR,F,2000,91,3
ARTHUR,F,2000,92,4
ARTHUR,F,2000,93,4
ARTHUR,F,2000,94,8
ARTHUR,F,2000,95,2
ARTHUR,M,2000,01,5
ARTHUR,M,2000,02,3
ARTHUR,M,2000,03,1
ARTHUR,M,2000,04,2
ARTHUR,M,2000,05,8
ARTHUR,M,2000,06,2
ARTHUR,M,2000,07,6
ARTHUR,M,2000,08,5
ARTHUR,M,2000,09,3
ARTHUR,M,2000,10,2
ARTHUR,M,2000,11,3
ARTHUR,M,2000,12,2
ARTHUR,M,2000,13,5
ARTHUR,M,2000,14,3
ARTHUR,M,2000,15,5
ARTHUR,M,2000,16,5
ARTHUR,M,2000,17,6
ARTHUR,M,2000,18,2
ARTHUR,M,2000,19,3
ARTHUR,M,2000,23,3
ARTHUR,M,2000,24,3
ARTHUR,M,2000,25,2
ARTHUR,M,2000,26,7
ARTHUR,M,2000,27,2
ARTHUR,M,2000,28,4
ARTHUR,M,2000,29,3
ARTHUR,M,2000,2A,6
ARTHUR,M,2000,2B,3
ARTHUR,M,2000,30,4
ARTHUR,M,2000,31,5
ARTHUR,M,2000,32,2
ARTHUR,M,2000,33,7
ARTHUR,M,2000,34,4
ARTHUR,M,2000,35,5
ARTHUR,M,2000,36,5
ARTHUR,M,2000,37,1
ARTHUR,M,2000,38,3
ARTHUR,M,2000,39,4
ARTHUR,M,2000,40,3
ARTHUR,M,2000,41,4
ARTHUR,M,2000,42,4
ARTHUR,M,2000,43,6
ARTHUR,M,2000,44,3
ARTHUR,M,2000,45,4
ARTHUR,M,2000,46,2
ARTHUR,M,2000,47,4
ARTHUR,M,2000,48,2
ARTHUR,M,2000,50,5
ARTHUR,M,2000,51,5
ARTHUR,M,2000,52,3
ARTHUR,M,2000,53,4
ARTHUR,M,2000,54,3
ARTHUR,M,2000,55,4
ARTHUR,M,2000,56,8
ARTHUR,M,2000,57,4
ARTHUR,M,2000,58,3
ARTHUR,M,2000,59,7
ARTHUR,M,2000,60,6
ARTHUR,M,2000,61,3
ARTHUR,M,2000,62,4
ARTHUR,M,2000,63,4
ARTHUR,M,2000,64,3
ARTHUR,M,2000,65,2
ARTHUR,M,2000,66,3
ARTHUR,M,2000,68,2
ARTHUR,M,2000,69,7
ARTHUR,M,2000,70,4
ARTHUR,M,2000,71,5
ARTHUR,M,2000,72,5
ARTHUR,M,2000,73,2
ARTHUR,M,2000,74,3
ARTHUR,M,2000,75,1
ARTHUR,M,2000,76,6
ARTHUR,M,2000,77,5
ARTHUR,M,2000,78,6
ARTHUR,M,2000,79,5
